transaction_id,Store,Country,SKU,Date,Channel,Promotion,Units Sold,Unit Price,Discount,Revenue,Margin %,Margin
TXN_024071,Carrefour,India,Ferrero Collection 15pc,23-02-2026,Retail,Valentine Promo,13,637,0.15,7038.85,32,2252.43
TXN_024072,Costco,Singapore,Ferrero Rocher 24pc,25-02-2026,Offline,NewYear Sale,119,603,0.2,57405.6,30,17221.68
TXN_024073,Tesco,UK,Ferrero Collection 15pc,01-03-2026,Retail,None,136,609,0.0,82824.0,31,25675.44
TXN_024074,Walmart,UAE,Ferrero Rocher 24pc,01-03-2026,Retail,Christmas Promo,98,609,0.25,44761.5,34,15218.91
TXN_024075,Tesco,Australia,Ferrero Rocher 16pc,01-03-2026,Offline,None,95,494,0.0,46930.0,33,15486.9
TXN_024076,Amazon Fresh,USA,Ferrero Rocher 16pc,01-03-2026,Retail,None,132,458,0.0,60456.0,32,19345.92
TXN_024077,Amazon Fresh,UAE,Ferrero Rocher 24pc,27-02-2026,Offline,None,58,646,0.0,37468.0,33,12364.44
TXN_024078,Amazon Fresh,Australia,Ferrero Rocher T3,01-03-2026,Online,None,73,137,0.0,10001.0,40,4000.4
TXN_024079,Amazon Fresh,UK,Ferrero Rocher 24pc,26-02-2026,Offline,None,213,601,0.0,128013.0,31,39684.03
TXN_024080,Tesco,India,Ferrero Rocher T3,23-02-2026,Online,None,86,124,0.0,10664.0,39,4158.96
TXN_024081,Walmart,USA,Ferrero Rocher T3,26-02-2026,Offline,Buy1Get1,112,127,0.5,7112.0,33,2346.96
TXN_024082,Carrefour,Singapore,Ferrero Rocher 24pc,23-02-2026,Online,None,56,631,0.0,35336.0,38,13427.68
TXN_024083,Amazon Fresh,India,Ferrero Rocher T3,26-02-2026,Offline,None,14,125,0.0,1750.0,31,542.5
TXN_024084,Amazon Fresh,Australia,Ferrero Rocher 24pc,23-02-2026,Offline,None,10,648,0.0,6480.0,32,2073.6
TXN_024085,Tesco,USA,Ferrero Rocher T3,24-02-2026,Wholesale,None,24,127,0.0,3048.0,30,914.4
TXN_024086,Costco,India,Ferrero Rocher 24pc,01-03-2026,Online,None,27,642,0.0,17334.0,38,6586.92
TXN_024087,Costco,Australia,Ferrero Rocher 16pc,27-02-2026,Online,Valentine Promo,161,466,0.15,63772.1,38,24233.4
TXN_024088,Carrefour,UK,Ferrero Rocher T3,27-02-2026,Retail,None,200,123,0.0,24600.0,31,7626.0
TXN_024089,Costco,Singapore,Ferrero Rocher T3,01-03-2026,Offline,Buy1Get1,96,125,0.5,6000.0,33,1980.0
TXN_024090,Walmart,Singapore,Ferrero Rocher 24pc,23-02-2026,Offline,Christmas Promo,102,610,0.25,46665.0,28,13066.2
TXN_024091,Amazon Fresh,USA,Ferrero Rocher 32pc,01-03-2026,Online,NewYear Sale,115,717,0.2,65964.0,40,26385.6
TXN_024092,Amazon Fresh,UK,Ferrero Rocher 32pc,24-02-2026,Online,None,131,737,0.0,96547.0,39,37653.33
TXN_024093,Carrefour,UAE,Ferrero Collection 15pc,26-02-2026,Retail,None,186,616,0.0,114576.0,35,40101.6
TXN_024094,Walmart,Australia,Ferrero Rocher 32pc,28-02-2026,Offline,None,65,739,0.0,48035.0,31,14890.85
TXN_024095,Amazon Fresh,Singapore,Ferrero Rocher 32pc,27-02-2026,Online,None,26,725,0.0,18850.0,35,6597.5
TXN_024096,Amazon Fresh,UAE,Ferrero Rocher 16pc,27-02-2026,Wholesale,None,101,463,0.0,46763.0,25,11690.75
TXN_024097,Amazon Fresh,Canada,Ferrero Rocher 32pc,26-02-2026,Offline,None,209,719,0.0,150271.0,33,49589.43
TXN_024098,Walmart,UAE,Ferrero Rocher 16pc,01-03-2026,Wholesale,None,118,488,0.0,57584.0,30,17275.2
TXN_024099,Costco,UAE,Ferrero Rocher 24pc,23-02-2026,Offline,Christmas Promo,138,629,0.25,65101.5,29,18879.43
TXN_024100,Walmart,UK,Ferrero Rocher T3,23-02-2026,Wholesale,None,155,124,0.0,19220.0,25,4805.0
TXN_024101,Amazon Fresh,Canada,Ferrero Rocher 24pc,23-02-2026,Online,None,75,604,0.0,45300.0,36,16308.0
TXN_024102,Tesco,Singapore,Ferrero Rocher 16pc,25-02-2026,Offline,None,101,466,0.0,47066.0,32,15061.12
TXN_024103,Walmart,USA,Ferrero Rocher T3,26-02-2026,Offline,None,26,134,0.0,3484.0,29,1010.36
TXN_024104,Carrefour,India,Ferrero Collection 15pc,28-02-2026,Retail,None,13,610,0.0,7930.0,35,2775.5
TXN_024105,Amazon Fresh,Canada,Ferrero Rocher T3,24-02-2026,Offline,None,196,150,0.0,29400.0,28,8232.0
TXN_024106,Costco,USA,Ferrero Rocher 32pc,25-02-2026,Wholesale,None,145,712,0.0,103240.0,26,26842.4
TXN_024107,Tesco,UAE,Ferrero Rocher T3,23-02-2026,Retail,None,174,137,0.0,23838.0,31,7389.78
TXN_024108,Carrefour,USA,Ferrero Collection 15pc,01-03-2026,Retail,None,175,640,0.0,112000.0,30,33600.0
TXN_024109,Costco,USA,Ferrero Rocher 24pc,28-02-2026,Wholesale,None,168,637,0.0,107016.0,27,28894.32
TXN_024110,Tesco,USA,Ferrero Rocher T3,25-02-2026,Online,None,250,141,0.0,35250.0,39,13747.5
TXN_024111,Amazon Fresh,India,Ferrero Rocher 16pc,25-02-2026,Online,None,15,488,0.0,7320.0,40,2928.0
TXN_024112,Walmart,UAE,Ferrero Rocher 24pc,01-03-2026,Online,None,92,627,0.0,57684.0,39,22496.76
TXN_024113,Tesco,Australia,Ferrero Rocher 24pc,24-02-2026,Wholesale,None,94,624,0.0,58656.0,29,17010.24
TXN_024114,Carrefour,Singapore,Ferrero Collection 15pc,26-02-2026,Offline,Christmas Promo,161,610,0.25,73657.5,31,22833.83
TXN_024115,Walmart,Canada,Ferrero Rocher 24pc,24-02-2026,Retail,None,41,602,0.0,24682.0,31,7651.42
TXN_024116,Walmart,UK,Ferrero Collection 15pc,28-02-2026,Offline,None,55,604,0.0,33220.0,28,9301.6
TXN_024117,Walmart,India,Ferrero Rocher 32pc,27-02-2026,Online,Christmas Promo,18,741,0.25,10003.5,37,3701.3
TXN_024118,Costco,Australia,Ferrero Rocher 16pc,25-02-2026,Retail,None,69,455,0.0,31395.0,33,10360.35
TXN_024119,Tesco,USA,Ferrero Collection 15pc,26-02-2026,Wholesale,Diwali Promo,234,605,0.15,120334.5,26,31286.97
TXN_024120,Tesco,Singapore,Ferrero Collection 15pc,23-02-2026,Retail,None,107,617,0.0,66019.0,30,19805.7
TXN_024121,Tesco,Singapore,Ferrero Collection 15pc,25-02-2026,Online,None,135,603,0.0,81405.0,35,28491.75
TXN_024122,Costco,UAE,Ferrero Collection 15pc,25-02-2026,Offline,None,62,624,0.0,38688.0,33,12767.04
TXN_024123,Costco,Australia,Ferrero Rocher 32pc,01-03-2026,Wholesale,None,65,711,0.0,46215.0,30,13864.5
TXN_024124,Carrefour,Canada,Ferrero Rocher T3,24-02-2026,Wholesale,None,84,140,0.0,11760.0,26,3057.6
TXN_024125,Carrefour,USA,Ferrero Collection 15pc,23-02-2026,Wholesale,NewYear Sale,98,637,0.2,49940.8,25,12485.2
TXN_024126,Costco,Australia,Ferrero Collection 15pc,23-02-2026,Wholesale,None,164,650,0.0,106600.0,28,29848.0
TXN_024127,Tesco,USA,Ferrero Rocher 16pc,27-02-2026,Offline,None,250,485,0.0,121250.0,32,38800.0
TXN_024128,Walmart,UAE,Ferrero Rocher T3,26-02-2026,Online,Christmas Promo,126,126,0.25,11907.0,37,4405.59
TXN_024129,Tesco,Canada,Ferrero Collection 15pc,25-02-2026,Online,Diwali Promo,200,607,0.15,103190.0,38,39212.2
TXN_024130,Amazon Fresh,Canada,Ferrero Rocher 16pc,01-03-2026,Offline,Christmas Promo,119,455,0.25,40608.75,31,12588.71
TXN_024131,Walmart,Singapore,Ferrero Rocher 24pc,28-02-2026,Wholesale,None,64,650,0.0,41600.0,28,11648.0
TXN_024132,Walmart,UK,Ferrero Rocher 24pc,26-02-2026,Online,None,142,605,0.0,85910.0,35,30068.5
TXN_024133,Costco,Australia,Ferrero Rocher 24pc,28-02-2026,Offline,None,155,603,0.0,93465.0,28,26170.2
TXN_024134,Walmart,Australia,Ferrero Collection 15pc,24-02-2026,Wholesale,NewYear Sale,63,601,0.2,30290.4,25,7572.6
TXN_024135,Tesco,Singapore,Ferrero Rocher T3,28-02-2026,Offline,NewYear Sale,36,138,0.2,3974.4,33,1311.55
TXN_024136,Amazon Fresh,Singapore,Ferrero Rocher 24pc,25-02-2026,Retail,None,85,625,0.0,53125.0,31,16468.75
TXN_024137,Walmart,USA,Ferrero Rocher 32pc,27-02-2026,Offline,Valentine Promo,90,731,0.15,55921.5,31,17335.67
TXN_024138,Tesco,India,Ferrero Rocher 16pc,27-02-2026,Offline,None,83,493,0.0,40919.0,33,13503.27
TXN_024139,Amazon Fresh,UK,Ferrero Rocher 32pc,27-02-2026,Retail,None,81,730,0.0,59130.0,30,17739.0
TXN_024140,Tesco,UAE,Ferrero Rocher T3,25-02-2026,Retail,None,27,125,0.0,3375.0,32,1080.0
TXN_024141,Carrefour,UK,Ferrero Rocher 32pc,26-02-2026,Online,Diwali Promo,155,733,0.15,96572.75,40,38629.1
TXN_024142,Amazon Fresh,Canada,Ferrero Rocher 24pc,23-02-2026,Online,Valentine Promo,124,647,0.15,68193.8,37,25231.71
TXN_024143,Amazon Fresh,Canada,Ferrero Rocher 16pc,23-02-2026,Offline,None,126,467,0.0,58842.0,29,17064.18
TXN_024144,Amazon Fresh,USA,Ferrero Rocher 32pc,28-02-2026,Offline,Christmas Promo,183,711,0.25,97584.75,29,28299.58
TXN_024145,Costco,UAE,Ferrero Rocher 24pc,27-02-2026,Retail,None,176,617,0.0,108592.0,32,34749.44
TXN_024146,Costco,India,Ferrero Rocher 16pc,23-02-2026,Retail,None,147,492,0.0,72324.0,32,23143.68
TXN_024147,Tesco,UAE,Ferrero Rocher 16pc,23-02-2026,Retail,None,23,473,0.0,10879.0,33,3590.07
TXN_024148,Walmart,UAE,Ferrero Rocher T3,26-02-2026,Retail,None,92,123,0.0,11316.0,35,3960.6
TXN_024149,Tesco,UAE,Ferrero Rocher 32pc,28-02-2026,Offline,None,10,748,0.0,7480.0,31,2318.8
TXN_024150,Carrefour,Australia,Ferrero Collection 15pc,27-02-2026,Offline,None,103,607,0.0,62521.0,29,18131.09
TXN_024151,Amazon Fresh,UAE,Ferrero Rocher 24pc,24-02-2026,Online,None,113,606,0.0,68478.0,35,23967.3
TXN_024152,Walmart,USA,Ferrero Collection 15pc,27-02-2026,Wholesale,Christmas Promo,143,631,0.25,67674.75,30,20302.42
TXN_024153,Walmart,Canada,Ferrero Collection 15pc,24-02-2026,Retail,Christmas Promo,148,625,0.25,69375.0,35,24281.25
TXN_024154,Amazon Fresh,USA,Ferrero Rocher 16pc,26-02-2026,Wholesale,None,168,450,0.0,75600.0,25,18900.0
TXN_024155,Amazon Fresh,Australia,Ferrero Rocher 32pc,25-02-2026,Offline,None,12,733,0.0,8796.0,32,2814.72
TXN_024156,Tesco,UK,Ferrero Collection 15pc,25-02-2026,Wholesale,None,93,636,0.0,59148.0,28,16561.44
TXN_024157,Amazon Fresh,Canada,Ferrero Rocher 32pc,28-02-2026,Wholesale,None,80,722,0.0,57760.0,27,15595.2
TXN_024158,Carrefour,India,Ferrero Rocher 16pc,24-02-2026,Online,NewYear Sale,137,475,0.2,52060.0,40,20824.0
TXN_024159,Amazon Fresh,USA,Ferrero Rocher 32pc,24-02-2026,Retail,None,173,724,0.0,125252.0,32,40080.64
TXN_024160,Tesco,Canada,Ferrero Rocher 24pc,26-02-2026,Offline,Christmas Promo,175,620,0.25,81375.0,30,24412.5
TXN_024161,Amazon Fresh,UAE,Ferrero Rocher 16pc,01-03-2026,Wholesale,None,86,472,0.0,40592.0,29,11771.68
TXN_024162,Tesco,Canada,Ferrero Rocher T3,25-02-2026,Wholesale,None,187,150,0.0,28050.0,26,7293.0
TXN_024163,Walmart,UK,Ferrero Collection 15pc,23-02-2026,Wholesale,None,41,649,0.0,26609.0,26,6918.34
TXN_024164,Costco,Australia,Ferrero Rocher 16pc,24-02-2026,Wholesale,None,167,464,0.0,77488.0,26,20146.88
TXN_024165,Carrefour,UK,Ferrero Rocher 16pc,27-02-2026,Retail,None,42,488,0.0,20496.0,30,6148.8
TXN_024166,Tesco,UAE,Ferrero Rocher T3,24-02-2026,Wholesale,None,193,121,0.0,23353.0,25,5838.25
TXN_024167,Walmart,Australia,Ferrero Rocher T3,25-02-2026,Wholesale,None,37,149,0.0,5513.0,27,1488.51
TXN_024168,Tesco,India,Ferrero Rocher T3,28-02-2026,Online,None,60,150,0.0,9000.0,38,3420.0
TXN_024169,Walmart,Australia,Ferrero Rocher 24pc,24-02-2026,Wholesale,Diwali Promo,67,642,0.15,36561.9,25,9140.48
TXN_024170,Tesco,India,Ferrero Rocher T3,26-02-2026,Wholesale,None,81,147,0.0,11907.0,28,3333.96
TXN_024171,Amazon Fresh,Singapore,Ferrero Rocher T3,26-02-2026,Online,NewYear Sale,84,125,0.2,8400.0,40,3360.0
TXN_024172,Carrefour,India,Ferrero Rocher 32pc,23-02-2026,Wholesale,None,142,705,0.0,100110.0,30,30033.0
TXN_024173,Costco,Canada,Ferrero Rocher T3,28-02-2026,Wholesale,None,55,123,0.0,6765.0,27,1826.55
TXN_024174,Tesco,Singapore,Ferrero Rocher 32pc,26-02-2026,Offline,None,63,748,0.0,47124.0,32,15079.68
TXN_024175,Amazon Fresh,Canada,Ferrero Rocher 24pc,01-03-2026,Wholesale,Buy1Get1,50,624,0.5,15600.0,26,4056.0
TXN_024176,Walmart,Australia,Ferrero Rocher 32pc,25-02-2026,Offline,None,122,745,0.0,90890.0,30,27267.0
TXN_024177,Walmart,Australia,Ferrero Rocher 32pc,27-02-2026,Retail,None,65,718,0.0,46670.0,30,14001.0
TXN_024178,Costco,Australia,Ferrero Rocher T3,27-02-2026,Online,None,79,150,0.0,11850.0,37,4384.5
TXN_024179,Carrefour,Singapore,Ferrero Rocher 16pc,25-02-2026,Online,Diwali Promo,18,474,0.15,7252.2,39,2828.36
TXN_024180,Tesco,Canada,Ferrero Rocher 16pc,23-02-2026,Offline,None,167,461,0.0,76987.0,28,21556.36
TXN_024181,Costco,India,Ferrero Rocher 32pc,25-02-2026,Online,None,203,725,0.0,147175.0,38,55926.5
TXN_024182,Tesco,Singapore,Ferrero Rocher 32pc,25-02-2026,Offline,None,85,708,0.0,60180.0,32,19257.6
TXN_024183,Costco,UK,Ferrero Rocher 24pc,24-02-2026,Retail,Diwali Promo,226,616,0.15,118333.6,35,41416.76
TXN_024184,Carrefour,UK,Ferrero Rocher T3,25-02-2026,Wholesale,None,194,132,0.0,25608.0,27,6914.16
TXN_024185,Costco,USA,Ferrero Collection 15pc,28-02-2026,Online,None,250,601,0.0,150250.0,35,52587.5
TXN_024186,Amazon Fresh,UK,Ferrero Rocher T3,26-02-2026,Retail,None,88,138,0.0,12144.0,31,3764.64
TXN_024187,Tesco,USA,Ferrero Rocher T3,25-02-2026,Retail,None,233,139,0.0,32387.0,32,10363.84
TXN_024188,Tesco,Singapore,Ferrero Rocher 24pc,26-02-2026,Offline,Diwali Promo,27,632,0.15,14504.4,28,4061.23
TXN_024189,Costco,Canada,Ferrero Rocher 16pc,26-02-2026,Offline,None,149,486,0.0,72414.0,31,22448.34
TXN_024190,Costco,Canada,Ferrero Rocher T3,26-02-2026,Online,None,183,124,0.0,22692.0,37,8396.04
TXN_024191,Walmart,UK,Ferrero Collection 15pc,28-02-2026,Offline,None,250,622,0.0,155500.0,33,51315.0
TXN_024192,Costco,Australia,Ferrero Collection 15pc,24-02-2026,Retail,None,67,635,0.0,42545.0,34,14465.3
TXN_024193,Amazon Fresh,Singapore,Ferrero Rocher 32pc,01-03-2026,Retail,None,45,746,0.0,33570.0,34,11413.8
TXN_024194,Carrefour,Singapore,Ferrero Rocher T3,27-02-2026,Wholesale,None,61,140,0.0,8540.0,30,2562.0
TXN_024195,Costco,Australia,Ferrero Collection 15pc,28-02-2026,Wholesale,None,34,638,0.0,21692.0,29,6290.68
TXN_024196,Tesco,UAE,Ferrero Collection 15pc,01-03-2026,Offline,Valentine Promo,167,624,0.15,88576.8,33,29230.34
TXN_024197,Amazon Fresh,Singapore,Ferrero Rocher T3,24-02-2026,Retail,None,36,122,0.0,4392.0,35,1537.2
TXN_024198,Costco,India,Ferrero Rocher T3,25-02-2026,Wholesale,Valentine Promo,189,122,0.15,19599.3,26,5095.82
TXN_024199,Amazon Fresh,UAE,Ferrero Rocher 32pc,26-02-2026,Retail,None,130,738,0.0,95940.0,35,33579.0
TXN_024200,Carrefour,USA,Ferrero Rocher 32pc,27-02-2026,Retail,None,250,708,0.0,177000.0,31,54870.0
TXN_024201,Costco,UK,Ferrero Collection 15pc,28-02-2026,Retail,Christmas Promo,42,629,0.25,19813.5,35,6934.72
TXN_024202,Walmart,USA,Ferrero Rocher 32pc,25-02-2026,Online,None,122,730,0.0,89060.0,40,35624.0
TXN_024203,Costco,India,Ferrero Collection 15pc,01-03-2026,Wholesale,Christmas Promo,138,638,0.25,66033.0,29,19149.57
TXN_024204,Carrefour,India,Ferrero Collection 15pc,27-02-2026,Wholesale,Buy1Get1,108,634,0.5,34236.0,28,9586.08
TXN_024205,Carrefour,UK,Ferrero Rocher 16pc,26-02-2026,Wholesale,None,244,451,0.0,110044.0,30,33013.2
TXN_024206,Carrefour,India,Ferrero Rocher 16pc,01-03-2026,Offline,None,147,478,0.0,70266.0,33,23187.78
TXN_024207,Carrefour,Singapore,Ferrero Collection 15pc,25-02-2026,Wholesale,None,100,622,0.0,62200.0,29,18038.0
TXN_024208,Amazon Fresh,Canada,Ferrero Rocher 16pc,25-02-2026,Wholesale,Valentine Promo,167,488,0.15,69271.6,26,18010.62
TXN_024209,Carrefour,Singapore,Ferrero Rocher T3,23-02-2026,Offline,Christmas Promo,154,128,0.25,14784.0,30,4435.2
TXN_024210,Costco,UAE,Ferrero Collection 15pc,28-02-2026,Retail,None,50,628,0.0,31400.0,35,10990.0
TXN_024211,Carrefour,UK,Ferrero Rocher 24pc,26-02-2026,Offline,None,250,643,0.0,160750.0,32,51440.0
TXN_024212,Costco,Singapore,Ferrero Collection 15pc,01-03-2026,Online,None,121,600,0.0,72600.0,39,28314.0
TXN_024213,Costco,UK,Ferrero Rocher 32pc,24-02-2026,Offline,None,195,712,0.0,138840.0,29,40263.6
TXN_024214,Amazon Fresh,USA,Ferrero Rocher 24pc,23-02-2026,Wholesale,Buy1Get1,39,647,0.5,12616.5,30,3784.95
TXN_024215,Walmart,UK,Ferrero Rocher 24pc,27-02-2026,Offline,None,130,609,0.0,79170.0,28,22167.6
TXN_024216,Costco,Canada,Ferrero Rocher T3,25-02-2026,Offline,None,88,128,0.0,11264.0,30,3379.2
TXN_024217,Costco,UK,Ferrero Rocher T3,25-02-2026,Retail,None,69,142,0.0,9798.0,33,3233.34
TXN_024218,Tesco,Canada,Ferrero Rocher T3,24-02-2026,Online,Buy1Get1,88,141,0.5,6204.0,37,2295.48
TXN_024219,Amazon Fresh,Canada,Ferrero Rocher 24pc,01-03-2026,Retail,None,47,633,0.0,29751.0,33,9817.83
TXN_024220,Costco,Canada,Ferrero Rocher 16pc,28-02-2026,Retail,None,215,482,0.0,103630.0,34,35234.2
TXN_024221,Costco,Singapore,Ferrero Rocher 24pc,24-02-2026,Online,None,48,605,0.0,29040.0,38,11035.2
TXN_024222,Carrefour,USA,Ferrero Rocher T3,27-02-2026,Online,None,250,135,0.0,33750.0,38,12825.0
TXN_024223,Walmart,Canada,Ferrero Rocher 24pc,23-02-2026,Retail,None,230,649,0.0,149270.0,35,52244.5
TXN_024224,Tesco,Singapore,Ferrero Rocher 32pc,25-02-2026,Offline,None,97,743,0.0,72071.0,30,21621.3
TXN_024225,Costco,Singapore,Ferrero Rocher 32pc,23-02-2026,Online,None,116,743,0.0,86188.0,37,31889.56
TXN_024226,Costco,India,Ferrero Rocher T3,25-02-2026,Retail,None,71,143,0.0,10153.0,30,3045.9
TXN_024227,Carrefour,Canada,Ferrero Collection 15pc,01-03-2026,Retail,None,53,649,0.0,34397.0,33,11351.01
TXN_024228,Carrefour,UK,Ferrero Rocher T3,23-02-2026,Wholesale,None,17,147,0.0,2499.0,26,649.74
TXN_024229,Amazon Fresh,India,Ferrero Rocher 24pc,27-02-2026,Offline,None,232,607,0.0,140824.0,28,39430.72
TXN_024230,Costco,Canada,Ferrero Rocher T3,24-02-2026,Offline,None,67,141,0.0,9447.0,33,3117.51
TXN_024231,Carrefour,Canada,Ferrero Rocher T3,01-03-2026,Retail,None,106,134,0.0,14204.0,30,4261.2
TXN_024232,Carrefour,India,Ferrero Collection 15pc,01-03-2026,Retail,None,183,649,0.0,118767.0,32,38005.44
TXN_024233,Walmart,UAE,Ferrero Rocher 24pc,23-02-2026,Retail,NewYear Sale,86,628,0.2,43206.4,31,13393.98
TXN_024234,Tesco,India,Ferrero Rocher 16pc,26-02-2026,Offline,None,193,475,0.0,91675.0,31,28419.25
TXN_024235,Tesco,Canada,Ferrero Collection 15pc,23-02-2026,Retail,Diwali Promo,20,617,0.15,10489.0,34,3566.26
TXN_024236,Costco,USA,Ferrero Rocher T3,28-02-2026,Online,Diwali Promo,81,147,0.15,10120.95,35,3542.33
TXN_024237,Walmart,Australia,Ferrero Rocher T3,23-02-2026,Retail,None,111,134,0.0,14874.0,31,4610.94
TXN_024238,Carrefour,Canada,Ferrero Rocher 24pc,26-02-2026,Online,None,172,611,0.0,105092.0,38,39934.96
TXN_024239,Amazon Fresh,UK,Ferrero Rocher 32pc,25-02-2026,Online,NewYear Sale,20,704,0.2,11264.0,38,4280.32
TXN_024240,Walmart,Singapore,Ferrero Rocher 24pc,01-03-2026,Retail,None,47,621,0.0,29187.0,30,8756.1
TXN_024241,Tesco,Singapore,Ferrero Rocher 24pc,26-02-2026,Retail,None,43,619,0.0,26617.0,34,9049.78
TXN_024242,Amazon Fresh,UAE,Ferrero Collection 15pc,28-02-2026,Online,None,151,633,0.0,95583.0,40,38233.2
TXN_024243,Costco,UAE,Ferrero Rocher T3,23-02-2026,Offline,None,181,129,0.0,23349.0,30,7004.7
TXN_024244,Carrefour,USA,Ferrero Rocher 32pc,24-02-2026,Wholesale,None,223,738,0.0,164574.0,26,42789.24
TXN_024245,Carrefour,India,Ferrero Rocher 32pc,01-03-2026,Offline,None,51,703,0.0,35853.0,30,10755.9
TXN_024246,Amazon Fresh,USA,Ferrero Collection 15pc,01-03-2026,Online,NewYear Sale,209,601,0.2,100487.2,36,36175.39
TXN_024247,Walmart,India,Ferrero Rocher 32pc,25-02-2026,Online,Valentine Promo,230,750,0.15,146625.0,39,57183.75
TXN_024248,Walmart,Australia,Ferrero Rocher 24pc,28-02-2026,Offline,None,24,619,0.0,14856.0,30,4456.8
TXN_024249,Tesco,USA,Ferrero Rocher 24pc,27-02-2026,Offline,None,212,600,0.0,127200.0,32,40704.0
TXN_024250,Carrefour,UAE,Ferrero Rocher T3,28-02-2026,Wholesale,None,186,128,0.0,23808.0,28,6666.24
TXN_024251,Tesco,Australia,Ferrero Rocher T3,23-02-2026,Offline,None,115,128,0.0,14720.0,32,4710.4
TXN_024252,Costco,UAE,Ferrero Rocher T3,28-02-2026,Online,Diwali Promo,119,134,0.15,13554.1,39,5286.1
TXN_024253,Tesco,Canada,Ferrero Rocher T3,25-02-2026,Wholesale,None,97,146,0.0,14162.0,29,4106.98
TXN_024254,Walmart,UAE,Ferrero Rocher 16pc,24-02-2026,Offline,None,140,450,0.0,63000.0,30,18900.0
TXN_024255,Costco,Canada,Ferrero Rocher T3,24-02-2026,Wholesale,NewYear Sale,73,150,0.2,8760.0,27,2365.2
TXN_024256,Costco,UAE,Ferrero Collection 15pc,26-02-2026,Offline,Valentine Promo,187,649,0.15,103158.55,29,29915.98
TXN_024257,Costco,UK,Ferrero Rocher 32pc,24-02-2026,Retail,None,219,734,0.0,160746.0,31,49831.26
TXN_024258,Costco,Singapore,Ferrero Rocher 16pc,27-02-2026,Wholesale,Diwali Promo,56,494,0.15,23514.4,25,5878.6
TXN_024259,Carrefour,USA,Ferrero Rocher 24pc,25-02-2026,Retail,None,76,624,0.0,47424.0,34,16124.16
TXN_024260,Costco,UAE,Ferrero Rocher T3,01-03-2026,Online,None,11,150,0.0,1650.0,38,627.0
TXN_024261,Walmart,Canada,Ferrero Rocher 16pc,28-02-2026,Wholesale,Diwali Promo,65,456,0.15,25194.0,28,7054.32
TXN_024262,Costco,Singapore,Ferrero Rocher T3,28-02-2026,Retail,Buy1Get1,144,121,0.5,8712.0,34,2962.08
TXN_024263,Tesco,USA,Ferrero Collection 15pc,01-03-2026,Wholesale,None,125,626,0.0,78250.0,25,19562.5
TXN_024264,Costco,UK,Ferrero Rocher 24pc,23-02-2026,Retail,None,132,608,0.0,80256.0,34,27287.04
TXN_024265,Carrefour,India,Ferrero Rocher T3,27-02-2026,Online,None,50,141,0.0,7050.0,37,2608.5
TXN_024266,Walmart,UAE,Ferrero Rocher 16pc,23-02-2026,Retail,None,33,483,0.0,15939.0,32,5100.48
TXN_024267,Amazon Fresh,USA,Ferrero Rocher 32pc,25-02-2026,Online,None,120,750,0.0,90000.0,39,35100.0
TXN_024268,Amazon Fresh,USA,Ferrero Rocher 24pc,23-02-2026,Offline,None,250,606,0.0,151500.0,32,48480.0
TXN_024269,Carrefour,Australia,Ferrero Rocher 32pc,24-02-2026,Wholesale,None,35,736,0.0,25760.0,28,7212.8
TXN_024270,Amazon Fresh,USA,Ferrero Rocher 24pc,27-02-2026,Wholesale,None,160,622,0.0,99520.0,28,27865.6
TXN_024271,Tesco,India,Ferrero Collection 15pc,24-02-2026,Offline,None,153,638,0.0,97614.0,30,29284.2
TXN_024272,Carrefour,Canada,Ferrero Rocher 16pc,25-02-2026,Retail,Valentine Promo,64,498,0.15,27091.2,35,9481.92
TXN_024273,Tesco,UK,Ferrero Rocher T3,24-02-2026,Offline,None,85,125,0.0,10625.0,30,3187.5
TXN_024274,Tesco,UK,Ferrero Collection 15pc,01-03-2026,Wholesale,NewYear Sale,250,617,0.2,123400.0,30,37020.0
TXN_024275,Walmart,UAE,Ferrero Rocher 32pc,26-02-2026,Online,None,61,717,0.0,43737.0,39,17057.43
TXN_024276,Tesco,Singapore,Ferrero Collection 15pc,26-02-2026,Retail,None,54,617,0.0,33318.0,30,9995.4
TXN_024277,Amazon Fresh,Australia,Ferrero Rocher T3,26-02-2026,Offline,None,167,135,0.0,22545.0,29,6538.05
TXN_024278,Tesco,UK,Ferrero Rocher T3,25-02-2026,Wholesale,None,214,126,0.0,26964.0,25,6741.0
TXN_024279,Amazon Fresh,USA,Ferrero Collection 15pc,26-02-2026,Offline,None,57,640,0.0,36480.0,32,11673.6
TXN_024280,Carrefour,UAE,Ferrero Collection 15pc,28-02-2026,Wholesale,Christmas Promo,152,640,0.25,72960.0,29,21158.4
TXN_024281,Amazon Fresh,Singapore,Ferrero Rocher 32pc,25-02-2026,Online,None,64,745,0.0,47680.0,39,18595.2
TXN_024282,Amazon Fresh,UAE,Ferrero Rocher 16pc,23-02-2026,Online,None,94,463,0.0,43522.0,40,17408.8
TXN_024283,Costco,Canada,Ferrero Rocher 32pc,01-03-2026,Offline,Buy1Get1,138,745,0.5,51405.0,29,14907.45
TXN_024284,Amazon Fresh,India,Ferrero Rocher T3,27-02-2026,Online,None,209,127,0.0,26543.0,35,9290.05
TXN_024285,Tesco,Singapore,Ferrero Rocher 32pc,27-02-2026,Online,None,115,734,0.0,84410.0,40,33764.0
TXN_024286,Tesco,USA,Ferrero Rocher T3,24-02-2026,Wholesale,None,163,133,0.0,21679.0,28,6070.12
